index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,timestamp,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Air temperature [K]_lag_1,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_5,Air temperature [K]_change,Process temperature [K]_change,Rotational speed [rpm]_change,Torque [Nm]_change
1598,1,297.9,308.0,1501,36.7,4,0,2025-01-02 01:24:00,298.04,308.23999999999995,1508.8,40.74,0.10749676997884904,0.14298407060039683,152.86653583364043,8.63856984048225,0.01155555555588558,0.02044444444545927,23368.177777777677,74.62488888888952,297.9,298.0,308.1,308.3,1531.0,1544.0,40.8,34.7,0.0,-0.10000000000002274,-30.0,-4.099999999999994
1599,1,297.9,308.0,1490,46.2,6,0,2025-01-02 01:25:00,298.02,308.21,1512.5,41.21,0.11352924244091876,0.15951314818962098,151.81000552591271,8.810656426547757,0.012888888889208909,0.025444444445363982,23046.277777777646,77.6276666666673,297.9,298.0,308.0,308.2,1501.0,1373.0,36.7,51.2,0.0,0.0,-11.0,9.5
1600,2,297.8,307.8,1543,43.7,8,0,2025-01-02 01:26:00,297.98,308.15,1517.1,41.81,0.11352924244081862,0.1900292375184351,151.98497732780422,8.749152339893694,0.012888888889186172,0.03611111111183782,23099.43333333316,76.54766666666731,297.9,298.0,308.0,308.2,1490.0,1365.0,46.2,52.9,-0.0999999999999659,-0.19999999999998863,53.0,-2.5
1601,1,297.8,307.8,1597,38.2,11,0,2025-01-02 01:27:00,297.94,308.09,1541.3,40.69,0.0966091783093401,0.19692073983791608,142.2619258816468,8.378603702288386,0.00933333333360587,0.038777777778312233,20238.455555555163,70.20100000000065,297.8,298.0,307.8,308.1,1543.0,1877.0,43.7,24.3,0.0,0.0,54.0,-5.5
1602,0,297.8,307.9,1600,33.5,13,0,2025-01-02 01:28:00,297.90999999999997,308.04,1542.1,40.220000000000006,0.08755950357852493,0.17126976771663305,142.60080255345162,8.660869856236573,0.0076666666669177215,0.02933333333370944,20334.98888888849,75.01066666666732,297.8,297.9,307.8,308.1,1597.0,1531.0,38.2,40.8,0.0,0.0999999999999659,3.0,-4.700000000000003
1603,2,297.8,307.8,1622,32.1,18,0,2025-01-02 01:29:00,297.89,307.99,1549.9,39.96,0.08755950357843946,0.1595131481874022,144.83204832571332,8.88121613294039,0.0076666666669027534,0.025444444444656135,20976.322222221756,78.87600000000066,297.8,297.9,307.9,308.0,1600.0,1501.0,33.5,36.7,0.0,-0.0999999999999659,22.0,-1.3999999999999986
1604,1,297.8,307.8,1452,39.8,21,0,2025-01-02 01:30:00,297.87,307.95,1557.8,38.82,0.0823272602361959,0.150923085635897,135.99575156762768,7.962244239743841,0.0067777777779983225,0.022777777777860293,18494.84444444391,63.39733333333397,297.8,297.9,307.8,308.0,1622.0,1490.0,32.1,46.2,0.0,0.0,-170.0,7.699999999999996
1605,1,297.8,307.8,1396,42.5,23,0,2025-01-02 01:31:00,297.85,307.90999999999997,1560.9,37.78,0.07071067812010227,0.12866839377061734,131.387848245818,6.455454196947687,0.005000000000204711,0.016555555555510637,17262.7666666661,41.67288888888951,297.8,297.8,307.8,307.8,1452.0,1543.0,39.8,43.7,0.0,0.0,-56.0,2.700000000000003
1606,1,297.8,307.7,1505,39.7,25,0,2025-01-02 01:32:00,297.83,307.87,1523.7,39.32,0.048304589155911036,0.12516655570275653,70.49988179658952,4.388317825013815,0.002333333333521358,0.015666666666491257,4970.2333333330935,19.257333333333982,297.8,297.8,307.8,307.8,1396.0,1597.0,42.5,38.2,0.0,-0.10000000000002274,109.0,-2.799999999999997
1607,1,297.8,307.8,1412,48.3,27,0,2025-01-02 01:33:00,297.82,307.84000000000003,1511.8,40.07,0.04216370213772137,0.0966091783065024,78.6974516035224,5.22962713776046,0.0017777777779584896,0.009333333333057574,6193.28888888875,27.349000000000654,297.8,297.8,307.7,307.9,1505.0,1600.0,39.7,33.5,0.0,0.10000000000002274,-93.0,8.599999999999994
1608,1,297.8,307.7,1393,38.0,29,0,2025-01-02 01:34:00,297.81000000000006,307.81000000000006,1501.0,40.2,0.03162277660442677,0.08755950357494276,87.2862468484517,5.152130088074747,0.001000000000173481,0.007666666666290414,7618.888888888843,26.5444444444451,297.8,297.8,307.8,307.8,1412.0,1622.0,48.3,32.1,0.0,-0.10000000000002274,-19.0,-10.299999999999997
1609,1,297.7,307.7,1581,34.9,31,0,2025-01-02 01:35:00,297.79,307.78000000000003,1510.1,39.07,0.03162277660419009,0.06324555319958917,90.68927414222875,4.9241017229316455,0.0010000000001585121,0.003999999999522064,8224.544444444322,24.2467777777784,297.8,297.8,307.7,307.8,1393.0,1452.0,38.0,39.8,-0.10000000000002274,0.0,188.0,-3.1000000000000014
1610,1,297.8,307.8,1573,37.9,33,0,2025-01-02 01:36:00,297.79,307.78000000000003,1513.1,38.49,0.03162277660419009,0.06324555319958917,92.37898991533537,4.652227662337992,0.0010000000001585121,0.003999999999522064,8533.877777777632,21.643222222222825,297.7,297.8,307.7,307.8,1581.0,1396.0,34.9,42.5,0.10000000000002274,0.10000000000002274,-8.0,3.0
1611,2,297.8,307.9,1726,27.3,35,0,2025-01-02 01:37:00,297.79,307.78999999999996,1526.0,37.4,0.03162277660419009,0.0737864787342455,112.2635787382126,5.8503561145170675,0.0010000000001585121,0.005444444443999264,12603.11111111086,34.22666666666724,297.8,297.8,307.8,307.7,1573.0,1505.0,37.9,39.7,0.0,0.0999999999999659,153.0,-10.599999999999998
1612,2,297.9,307.9,1540,39.8,38,0,2025-01-02 01:38:00,297.8,307.79,1520.0,38.03,0.04714045208086612,0.0737864787342455,109.43694277731008,5.721509124930874,0.0022222222223884348,0.005444444443999264,11976.444444444242,32.73566666666726,297.8,297.8,307.9,307.8,1726.0,1412.0,27.3,48.3,0.0999999999999659,0.0,-186.0,12.499999999999996
1613,1,297.9,308.0,1296,62.9,41,0,2025-01-02 01:39:00,297.81,307.81,1487.4,41.11,0.05676462122129227,0.09944289259927938,123.34792706450793,9.328028254197763,0.0032222222223967844,0.009888888888511815,15214.711111111166,87.01211111111178,297.9,297.8,307.9,307.7,1540.0,1393.0,39.8,38.0,0.0,0.10000000000002274,-244.0,23.1
1614,2,297.8,307.9,1802,25.8,43,0,2025-01-02 01:40:00,297.81,307.82000000000005,1522.4,39.709999999999994,0.05676462122129227,0.10327955589720146,157.198529820662,10.520820627055063,0.0032222222223967844,0.010666666666323162,24711.37777777756,110.6876666666673,297.9,297.7,308.0,307.7,1296.0,1581.0,62.9,34.9,-0.0999999999999659,-0.10000000000002274,506.0,-37.099999999999994
1615,1,297.8,307.9,1447,48.6,46,0,2025-01-02 01:41:00,297.81,307.83000000000004,1527.5,40.32,0.05676462122129227,0.10593499054567822,153.4240673572572,10.871553093586368,0.0032222222223967844,0.011222222221912935,23538.94444444419,118.19066666666731,297.8,297.8,307.9,307.8,1802.0,1573.0,25.8,37.9,0.0,0.0,-355.0,22.8
1616,0,297.8,307.8,1662,30.7,48,0,2025-01-02 01:42:00,297.81000000000006,307.84000000000003,1543.2,39.42,0.05676462122129227,0.09660917830650426,158.80442199272684,11.292947651816478,0.0032222222223967844,0.009333333333057933,25218.84444444406,127.53066666666729,297.8,297.8,307.9,307.9,1447.0,1726.0,48.6,27.3,0.0,-0.0999999999999659,215.0,-17.900000000000002
1617,1,297.8,307.8,1563,34.3,53,0,2025-01-02 01:43:00,297.81,307.84000000000003,1558.3,38.019999999999996,0.05676462122129227,0.09660917830650426,151.9751807222319,10.931788508748264,0.0032222222223967844,0.009333333333057933,23096.455555555047,119.50400000000059,297.8,297.9,307.8,307.9,1662.0,1540.0,30.7,39.8,0.0,0.0,-99.0,3.599999999999998
1618,1,297.9,307.8,1286,59.5,55,0,2025-01-02 01:44:00,297.82,307.84999999999997,1547.6,40.17,0.06324555320481427,0.08498365855846056,167.84463715657347,12.869865750832256,0.004000000000182993,0.007222222221981007,28171.822222221803,165.6334444444451,297.8,297.9,307.8,308.0,1563.0,1296.0,34.3,62.9,0.0999999999999659,0.0,-277.0,25.200000000000003
1619,1,297.9,307.7,1590,34.6,57,0,2025-01-02 01:45:00,297.84000000000003,307.85,1548.5,40.14,0.05163977795137797,0.08498365855846056,168.06761205604664,12.883857255409904,0.002666666666867622,0.007222222221981007,28246.722222221797,165.99377777777843,297.9,297.8,307.8,307.9,1286.0,1802.0,59.5,25.8,0.0,-0.10000000000002274,304.0,-24.9
1620,1,297.9,307.7,1492,43.7,59,0,2025-01-02 01:46:00,297.85,307.84,1540.4,40.72,0.052704627671467115,0.09660917830650426,168.70631944957447,12.902351206918347,0.002777777777987977,0.009333333333057933,28461.822222221865,166.47066666666734,297.9,297.8,307.7,307.9,1590.0,1447.0,34.6,48.6,0.0,0.0,-98.0,9.100000000000001
1621,1,297.7,307.6,1844,21.9,61,0,2025-01-02 01:47:00,297.84000000000003,307.81,1552.2,40.18,0.06992058987945104,0.11972189997220274,186.33589741825438,13.619495830120414,0.004888888889090392,0.01433333333295412,34721.066666666215,185.49066666666732,297.9,297.8,307.7,307.8,1492.0,1662.0,43.7,30.7,-0.19999999999998863,-0.0999999999999659,352.0,-21.800000000000004
1622,0,297.7,307.6,1538,38.3,63,0,2025-01-02 01:48:00,297.82,307.78000000000003,1552.0,40.03,0.07888106377582495,0.13165611771904998,186.35151968494498,13.63240013106034,0.0062222222224057626,0.017333333332852346,34726.88888888843,185.84233333333398,297.7,297.8,307.6,307.8,1844.0,1563.0,21.9,34.3,0.0,0.0,-306.0,16.4
1624,2,297.8,307.8,1310,57.9,70,0,2025-01-02 01:49:00,297.81,307.76,1553.4,39.529999999999994,0.07378647873844878,0.10749676997476568,184.25537833247628,12.764451504950099,0.0054444444446195535,0.011555555555007684,33950.04444444397,162.93122222222286,297.7,297.9,307.6,307.8,1538.0,1286.0,38.3,59.5,0.10000000000002274,0.19999999999998863,-228.0,19.6
1625,1,297.9,307.8,1365,46.9,73,0,2025-01-02 01:50:00,297.82000000000005,307.75,1509.7,41.64,0.07888106377582495,0.09718253157777187,170.01506469199165,11.961345149178602,0.0062222222224057626,0.009444444443864629,28905.12222222211,143.07377777777847,297.8,297.9,307.8,307.7,1310.0,1590.0,57.9,34.6,0.0999999999999659,0.0,55.0,-11.0
1626,2,297.9,307.8,1303,59.3,75,0,2025-01-02 01:51:00,297.83,307.74000000000007,1495.3,42.71,0.08232726023602285,0.08432740426752998,181.61806689374885,13.079453777245892,0.00677777777796983,0.007111111110499434,32985.122222222235,171.07211111111184,297.9,297.9,307.8,307.7,1365.0,1492.0,46.9,43.7,0.0,0.0,-62.0,12.399999999999999
1627,1,297.9,307.8,1499,37.5,78,0,2025-01-02 01:52:00,297.84,307.74,1479.0,43.39,0.08432740427234983,0.08432740426752998,172.0574839342303,12.551799339802537,0.0071111111113123255,0.007111111110499434,29603.77777777792,157.5476666666674,297.9,297.7,307.8,307.6,1303.0,1844.0,59.3,21.9,0.0,0.0,196.0,-21.799999999999997
1628,1,297.9,307.8,1451,38.2,80,0,2025-01-02 01:53:00,297.85,307.74,1467.8,43.78,0.08498365856111798,0.08432740426752998,169.6098791671975,12.295961396599594,0.00722222222243268,0.007111111110499434,28767.51111111134,151.19066666666743,297.9,297.7,307.8,307.6,1499.0,1538.0,37.5,38.3,0.0,0.0,-48.0,0.7000000000000028
1629,2,297.9,307.9,1336,54.4,82,0,2025-01-02 01:54:00,297.85,307.75,1472.8,43.269999999999996,0.08498365856111798,0.09718253157777187,164.30919362930155,11.660860459960379,0.00722222222243268,0.009444444443864629,26997.511111111304,135.9756666666674,297.9,297.8,307.8,307.8,1451.0,1310.0,38.2,57.9,0.0,0.0999999999999659,-115.0,16.199999999999996
1630,1,297.9,307.9,1412,44.5,85,0,2025-01-02 01:55:00,297.84999999999997,307.77,1455.0,44.26,0.08498365856111798,0.10593499054470207,159.78110025907424,11.256227905771429,0.00722222222243268,0.011222222221706116,25530.000000000335,126.70266666666745,297.9,297.9,307.9,307.8,1336.0,1365.0,54.4,46.9,0.0,0.0,76.0,-9.899999999999999
1631,1,298.0,308.0,1433,39.2,87,0,2025-01-02 01:56:00,297.85999999999996,307.8,1449.1,43.809999999999995,0.0966091783090699,0.12472191289077651,159.35177717518332,11.370473458333537,0.009333333333553663,0.015555555555134446,25392.98888888927,129.28766666666743,297.9,297.9,307.9,307.8,1412.0,1303.0,44.5,59.3,0.10000000000002274,0.10000000000002274,21.0,-5.299999999999997
1632,1,297.9,307.9,1426,43.6,89,0,2025-01-02 01:57:00,297.88,307.83000000000004,1407.3,45.980000000000004,0.07888106377617995,0.10593499054559787,78.63565773023966,8.409624116319268,0.00622222222246177,0.01122222222189591,6183.5666666674,70.72177777777864,298.0,297.9,308.0,307.8,1433.0,1499.0,39.2,37.5,-0.10000000000002274,-0.10000000000002274,-7.0,4.399999999999999
1633,1,297.9,307.9,1476,45.2,91,0,2025-01-02 01:58:00,297.9,307.86,1401.1,46.67,0.04714045208186047,0.06992058987636911,69.04499338193826,7.981652571853692,0.002222222222482183,0.004888888888659411,4767.211111111897,63.70677777777866,297.9,297.9,307.9,307.8,1426.0,1451.0,43.6,38.2,0.0,0.0,50.0,1.6000000000000014
1634,0,297.9,307.9,1406,58.5,93,0,2025-01-02 01:59:00,297.90999999999997,307.87,1410.7,46.730000000000004,0.031622776605965984,0.06749485576959766,61.199219312382965,8.077135080652793,0.0010000000002708296,0.0045555555553587895,3745.3444444451484,65.240111111112,297.9,297.9,307.9,307.9,1476.0,1336.0,45.2,54.4,0.0,0.0,-70.0,13.299999999999997
1635,1,297.8,307.8,1383,56.5,98,0,2025-01-02 02:00:00,297.9,307.87,1412.5,47.69,0.04714045208186047,0.06749485576959766,59.95785556910064,8.649784839970224,0.002222222222482183,0.0045555555553587895,3594.9444444451324,74.8187777777787,297.9,297.9,307.9,307.9,1406.0,1412.0,58.5,44.5,-0.0999999999999659,-0.0999999999999659,-23.0,-2.0
1636,1,297.9,307.8,1505,37.3,100,0,2025-01-02 02:01:00,297.9,307.87,1432.7,45.49,0.04714045208186047,0.06749485576959766,52.53580789434596,8.152225326730036,0.002222222222482183,0.0045555555553587895,2760.011111111623,66.45877777777864,297.8,298.0,307.8,308.0,1383.0,1433.0,56.5,39.2,0.0999999999999659,0.0,122.0,-19.200000000000003
1637,1,297.9,307.8,1665,33.9,102,0,2025-01-02 02:02:00,297.9,307.87,1449.3,45.129999999999995,0.04714045208186047,0.06749485576959766,89.22636630752604,8.610852325860584,0.002222222222482183,0.0045555555553587895,7961.344444444817,74.14677777777862,297.9,297.9,307.8,307.9,1505.0,1426.0,37.3,43.6,0.0,0.0,160.0,-3.3999999999999986
1638,1,297.9,307.8,1397,45.0,104,0,2025-01-02 02:03:00,297.9,307.87,1443.9,45.809999999999995,0.04714045208186047,0.06749485576959766,90.73337007102108,8.264307459054185,0.002222222222482183,0.0045555555553587895,8232.544444444864,68.29877777777864,297.9,297.9,307.8,307.9,1665.0,1476.0,33.9,45.2,0.0,0.0,-268.0,11.100000000000001
1639,2,297.9,307.8,1450,43.5,106,0,2025-01-02 02:04:00,297.9,307.86,1455.3,44.72,0.04714045208186047,0.06992058987636911,82.45409497276711,7.705380515515747,0.002222222222482183,0.004888888888659411,6798.677777778098,59.37288888888972,297.9,297.9,307.8,307.9,1397.0,1406.0,45.0,58.5,0.0,0.0,53.0,-1.5
1640,1,298.0,307.8,1567,36.4,109,0,2025-01-02 02:05:00,297.90999999999997,307.85,1470.8,43.910000000000004,0.05676462122213917,0.07071067811680136,87.80508717229043,8.14431635491216,0.0032222222224929328,0.004999999999737891,7709.733333333522,66.32988888888968,297.9,297.8,307.8,307.8,1450.0,1383.0,43.5,56.5,0.10000000000002274,0.0,117.0,-7.100000000000001
1641,2,298.0,308.0,1555,37.0,111,0,2025-01-02 02:06:00,297.90999999999997,307.85,1483.0,43.690000000000005,0.05676462122213917,0.07071067811680136,90.40648944259154,8.313636722611612,0.0032222222224929328,0.004999999999737891,8173.333333333416,69.11655555555636,298.0,297.9,307.8,307.8,1567.0,1505.0,36.4,37.3,0.0,0.19999999999998863,-12.0,0.6000000000000014
1642,0,298.0,307.8,1588,35.4,114,0,2025-01-02 02:07:00,297.91999999999996,307.84000000000003,1499.2,42.87,0.06324555320559232,0.06992058987590707,93.51862559583132,8.718059162196385,0.004000000000281408,0.0048888888885947985,8745.733333333277,76.00455555555634,298.0,297.9,308.0,307.8,1555.0,1665.0,37.0,33.9,0.0,-0.19999999999998863,33.0,-1.6000000000000014
1643,1,298.0,307.8,1453,37.7,119,0,2025-01-02 02:08:00,297.92999999999995,307.83000000000004,1496.9,42.12,0.06749485577322303,0.06749485576864037,94.43098596917791,8.817381823547338,0.0045555555558481784,0.004555555555229566,8917.211111111075,77.74622222222297,298.0,297.9,307.8,307.8,1588.0,1397.0,35.4,45.0,0.0,0.0,-135.0,2.3000000000000043
1644,1,298.0,307.8,1622,33.3,121,0,2025-01-02 02:09:00,297.93999999999994,307.82000000000005,1518.5,39.6,0.06992058988018246,0.06324555320053886,96.01880602835513,7.03720272709426,0.0048888888891926744,0.003999999999642192,9219.611111110888,49.52222222222289,298.0,297.9,307.8,307.8,1453.0,1450.0,37.7,43.5,0.0,0.0,169.0,-4.400000000000006
1645,1,297.9,307.8,1538,38.5,123,0,2025-01-02 02:10:00,297.95,307.82000000000005,1534.0,37.8,0.052704627672466545,0.06324555320053886,83.39597645503369,3.7844711945294063,0.0027777777780933263,0.003999999999642192,6954.888888888534,14.322222222222832,298.0,298.0,307.8,307.8,1622.0,1567.0,33.3,36.4,-0.10000000000002274,0.0,-84.0,5.200000000000003
1646,2,297.9,307.7,1527,42.8,125,0,2025-01-02 02:11:00,297.95,307.81,1536.2,38.35,0.052704627672466545,0.07378647873462736,82.83423876097817,4.090979236211268,0.0027777777780933263,0.005444444444055615,6861.511111110737,16.736111111111732,297.9,298.0,307.8,308.0,1538.0,1555.0,38.5,37.0,0.0,-0.10000000000002274,-11.0,4.299999999999997
1647,1,297.8,307.8,1761,28.9,128,0,2025-01-02 02:12:00,297.93999999999994,307.81000000000006,1545.8,37.85,0.06992058988017841,0.07378647873462736,102.61990276960891,4.917372830644038,0.004888888889192106,0.005444444444055615,10530.844444443988,24.18055555555616,297.9,298.0,307.7,307.8,1527.0,1588.0,42.8,35.4,-0.0999999999999659,0.10000000000002274,234.0,-13.899999999999999
1648,1,297.9,307.8,1373,50.2,130,0,2025-01-02 02:13:00,297.94,307.81,1543.4,38.370000000000005,0.06992058988017841,0.07378647873462736,106.6866647920161,5.928471791092406,0.004888888889192106,0.005444444444055615,11382.044444444007,35.1467777777784,297.8,298.0,307.8,307.8,1761.0,1453.0,28.9,37.7,0.0999999999999659,0.0,-388.0,21.300000000000004
1649,0,298.0,307.9,1482,37.8,132,0,2025-01-02 02:14:00,297.95,307.82,1546.6,37.8,0.07071067812087738,0.07888106377239446,104.0205107979489,5.64781176897552,0.005000000000314327,0.006222222221864562,10820.266666666204,31.897777777778387,297.9,298.0,307.8,307.8,1373.0,1622.0,50.2,33.3,0.10000000000002274,0.0999999999999659,109.0,-12.400000000000006
1650,2,298.0,307.9,1417,51.0,137,0,2025-01-02 02:15:00,297.95,307.83000000000004,1531.6,39.26,0.07071067812087738,0.08232726023287407,111.31157472009068,6.976500236906482,0.005000000000314327,0.006777777777451368,12390.26666666633,48.671555555556196,298.0,297.9,307.9,307.8,1482.0,1538.0,37.8,38.5,0.0,0.0,-65.0,13.200000000000003
1651,1,298.0,307.8,1414,51.7,140,0,2025-01-02 02:16:00,297.95,307.81000000000006,1517.5,40.73,0.07071067812087738,0.05676462121632141,116.81252786694776,7.9308189292714015,0.005000000000314327,0.003222222221832447,13645.166666666446,62.897888888889575,298.0,297.9,307.9,307.7,1417.0,1527.0,51.0,42.8,0.0,-0.0999999999999659,-3.0,0.7000000000000028
1652,0,297.9,307.8,1635,34.0,142,0,2025-01-02 02:17:00,297.94,307.81,1522.2,40.589999999999996,0.06992058988017841,0.05676462121632141,120.84039059850703,8.046869646708078,0.004888888889192106,0.003222222221832447,14602.399999999745,64.75211111111179,298.0,297.8,307.8,307.8,1414.0,1761.0,51.7,28.9,-0.10000000000002274,0.0,221.0,-17.700000000000003
1653,1,298.0,307.8,1386,57.3,147,0,2025-01-02 02:18:00,297.94,307.81000000000006,1515.5,42.55,0.06992058988017841,0.05676462121632141,126.81329232817397,9.517381759473363,0.004888888889192106,0.003222222221832447,16081.611111110908,90.58055555555627,297.9,297.9,307.8,307.8,1635.0,1373.0,34.0,50.2,0.10000000000002274,0.0,-249.0,23.299999999999997
1654,1,298.2,308.1,1379,62.3,149,0,2025-01-02 02:19:00,297.96,307.84000000000003,1491.2,45.45,0.10749676997882952,0.10749676997594244,127.41864506857341,10.727042670020717,0.011555555555881383,0.011555555555260682,16235.51111111109,115.0694444444452,298.0,298.0,307.8,307.9,1386.0,1482.0,57.3,37.8,0.19999999999998863,0.30000000000001137,-7.0,5.0
1655,2,298.2,308.0,1577,35.9,151,0,2025-01-02 02:20:00,297.99,307.86,1495.1,45.19,0.12866839377219563,0.11737877907673556,129.58862261445276,10.943536905406805,0.016555555555916795,0.013777777777545094,16793.211111111057,119.76100000000075,298.2,298.0,308.1,307.9,1379.0,1417.0,62.3,51.0,0.0,-0.10000000000002274,198.0,-26.4
1656,1,298.2,308.1,1532,42.5,154,0,2025-01-02 02:21:00,298.02,307.9,1495.6,45.16,0.13984117975744426,0.1247219128920358,129.73494346380045,10.951225197818465,0.01955555555595384,0.015555555555448566,16831.1555555555,119.92933333333407,298.2,298.0,308.0,307.8,1577.0,1414.0,35.9,51.7,0.0,0.10000000000002274,-45.0,6.600000000000001
1657,2,298.1,308.0,1374,48.8,156,0,2025-01-02 02:22:00,298.05,307.91999999999996,1456.9,47.15,0.11785113019961582,0.12292725943038982,94.7821478737204,9.36082261342457,0.013888888889326802,0.015111111111066361,8983.6555555558,87.62500000000081,298.2,297.9,308.1,307.8,1532.0,1635.0,42.5,34.0,-0.0999999999999659,-0.10000000000002274,-158.0,6.299999999999997
1658,0,298.1,308.0,1570,35.3,159,0,2025-01-02 02:23:00,298.07,307.94,1476.6,45.66,0.10593499054932001,0.11737877907780632,95.8728324396442,9.986346234289691,0.01122222222268452,0.013777777777796464,9191.600000000093,99.72711111111188,298.1,298.0,308.0,307.8,1374.0,1386.0,48.8,57.3,0.0,0.0,196.0,-13.5
1659,1,298.1,308.0,1697,31.0,164,0,2025-01-02 02:24:00,298.08000000000004,307.95,1498.1,44.980000000000004,0.10327955590116346,0.11785113019797061,118.62588250462007,10.780929665128383,0.010666666667141549,0.013888888888939022,14072.099999999926,116.22844444444519,298.1,298.2,308.0,308.1,1570.0,1379.0,35.3,62.3,0.0,0.0,127.0,-4.299999999999997
1660,1,298.2,308.0,1499,44.1,166,0,2025-01-02 02:25:00,298.1,307.96,1506.3,44.29,0.10540925534131194,0.11737877907807402,115.18106518771928,10.571602422422936,0.011111111111609902,0.013777777777859306,13266.677777777639,111.75877777777848,298.1,298.2,308.0,308.0,1697.0,1577.0,31.0,35.9,0.0999999999999659,0.0,-198.0,13.100000000000001
1661,2,298.2,308.0,1411,47.2,168,0,2025-01-02 02:26:00,298.12,307.98,1506.0,43.839999999999996,0.10327955590139523,0.10327955589957234,115.45176963178596,10.313766420555512,0.010666666667189423,0.010666666666812888,13329.111111110975,106.37377777777846,298.2,298.2,308.0,308.1,1499.0,1532.0,44.1,42.5,0.0,0.0,-88.0,3.1000000000000014
1662,0,298.2,307.9,1462,45.5,171,0,2025-01-02 02:27:00,298.15,307.99,1488.7,44.989999999999995,0.07071067812260844,0.08755950357811795,106.59586191676378,9.718647596816743,0.0050000000005591344,0.007666666666846451,11362.67777777777,94.45211111111183,298.2,298.1,308.0,308.0,1411.0,1374.0,47.2,48.8,0.0,-0.10000000000002274,51.0,-1.7000000000000028
1663,2,298.1,307.9,1759,28.6,176,0,2025-01-02 02:28:00,298.15999999999997,308.0,1526.0,42.12,0.05163977795497008,0.06666666666826739,129.47157560209345,9.915173557062289,0.002666666667238614,0.004444444444657873,16762.8888888886,98.31066666666726,298.2,298.1,307.9,308.0,1462.0,1570.0,45.5,35.3,-0.0999999999999659,0.0,297.0,-16.9
1664,1,298.2,308.0,1535,38.0,179,0,2025-01-02 02:29:00,298.16,307.99,1541.6,39.69,0.05163977795497008,0.05676462122133919,118.74547944611821,6.956124399884404,0.002666666667238614,0.0032222222224021113,14100.488888888482,48.38766666666715,298.1,298.1,307.9,308.0,1759.0,1697.0,28.6,31.0,0.0999999999999659,0.10000000000002274,-224.0,9.399999999999999
1665,0,298.2,307.9,1491,39.7,181,0,2025-01-02 02:30:00,298.15999999999997,307.98,1533.0,40.07000000000001,0.05163977795497008,0.06324555320452933,119.01073714398719,6.828705750156667,0.002666666667238614,0.004000000000146951,14163.555555555213,46.631222222222725,298.2,298.2,308.0,308.0,1535.0,1499.0,38.0,44.1,0.0,-0.10000000000002274,-44.0,1.7000000000000028
1666,1,298.2,307.9,1551,36.0,186,0,2025-01-02 02:31:00,298.15999999999997,307.96,1534.9,39.42,0.05163977795497008,0.0516397779502026,119.14459002964833,6.880859119486658,0.002666666667238614,0.002666666666746231,14195.433333332976,47.3462222222227,298.2,298.2,307.9,308.0,1491.0,1411.0,39.7,47.2,0.0,0.0,60.0,-3.700000000000003
1667,1,298.2,307.9,1769,27.2,188,0,2025-01-02 02:32:00,298.17,307.95,1574.4,37.260000000000005,0.04830458916002553,0.05270462766990985,125.19779905768401,6.998444271566548,0.0023333333339188556,0.0027777777778238266,15674.488888888221,48.97822222222263,298.2,298.2,307.9,307.9,1551.0,1462.0,36.0,45.5,0.0,0.0,218.0,-8.8
1668,1,298.2,307.9,1551,34.1,190,0,2025-01-02 02:33:00,298.18,307.94,1572.5,37.14,0.04216370214268377,0.05163977794955036,125.41597452743416,7.045912920898845,0.0017777777783769563,0.0026666666666788678,15729.166666666013,49.644888888889284,298.2,298.1,307.9,307.9,1769.0,1759.0,27.2,28.6,0.0,0.0,-218.0,6.900000000000002
1669,1,298.2,307.9,1544,31.4,192,0,2025-01-02 02:34:00,298.18999999999994,307.93,1557.2,37.18,0.03162277661138384,0.04830458915374019,117.63106165748113,7.008217398961844,0.0010000000006134848,0.0023333333333116343,13837.066666666127,49.11511111111151,298.2,298.2,307.9,308.0,1551.0,1535.0,34.1,38.0,0.0,0.0,-7.0,-2.700000000000003
1670,1,298.2,307.8,1528,31.1,194,0,2025-01-02 02:35:00,298.19,307.90999999999997,1560.1,35.88000000000001,0.03162277661138384,0.056764621218962745,116.38771412825083,6.784099055880623,0.0010000000006134848,0.0032222222221323154,13546.099999999438,46.02400000000036,298.2,298.2,307.9,307.9,1544.0,1491.0,31.4,39.7,0.0,-0.0999999999999659,-16.0,-0.29999999999999716
1671,1,298.1,307.9,1614,35.8,196,0,2025-01-02 02:36:00,298.17999999999995,307.9,1580.4,34.739999999999995,0.04216370214268377,0.04714045207779438,104.59891650171436,5.508417800663543,0.0017777777783769563,0.0022222222220988283,10940.933333332612,30.34266666666699,298.2,298.2,307.8,307.9,1528.0,1551.0,31.1,36.0,-0.0999999999999659,0.0999999999999659,86.0,4.699999999999996
